2019-07-04 17:49:33,500:INFO: 
 Experiment: experiments/baseline_fh
2019-07-04 17:51:13,977:INFO: TRAIN[000]: 	loss: 1.44572 	accuracy: 36.8% 	error: 63.2% 	data: 1477
2019-07-04 17:53:10,583:INFO: valid: 	loss: 0.18822 	accuracy: 94.0% 	error: 6.0% 	data: 184
2019-07-04 17:53:20,997:INFO: TRAIN[011]: 	loss: 0.00072 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:53:22,034:INFO: valid: 	loss: 0.19318 	accuracy: 94.0% 	error: 6.0% 	data: 184
2019-07-04 17:53:32,490:INFO: TRAIN[012]: 	loss: 0.00099 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:53:33,552:INFO: valid: 	loss: 0.18816 	accuracy: 94.6% 	error: 5.4% 	data: 184
2019-07-04 17:53:43,929:INFO: TRAIN[013]: 	loss: 0.00068 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:53:44,967:INFO: valid: 	loss: 0.19125 	accuracy: 94.6% 	error: 5.4% 	data: 184
2019-07-04 17:53:55,300:INFO: TRAIN[014]: 	loss: 0.00061 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:53:56,327:INFO: valid: 	loss: 0.18682 	accuracy: 94.6% 	error: 5.4% 	data: 184
2019-07-04 17:54:06,708:INFO: TRAIN[015]: 	loss: 0.00054 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:54:07,735:INFO: valid: 	loss: 0.18721 	accuracy: 94.6% 	error: 5.4% 	data: 184
2019-07-04 17:54:18,150:INFO: TRAIN[016]: 	loss: 0.00061 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:54:19,187:INFO: valid: 	loss: 0.18442 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:54:29,507:INFO: TRAIN[017]: 	loss: 0.00048 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:54:30,578:INFO: valid: 	loss: 0.18513 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:54:41,091:INFO: TRAIN[018]: 	loss: 0.00052 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:54:42,122:INFO: valid: 	loss: 0.18274 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:54:52,856:INFO: TRAIN[019]: 	loss: 0.00037 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:54:53,897:INFO: valid: 	loss: 0.18111 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:55:04,572:INFO: TRAIN[020]: 	loss: 0.00043 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:55:05,616:INFO: valid: 	loss: 0.18428 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:55:16,033:INFO: TRAIN[021]: 	loss: 0.00038 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:55:17,066:INFO: valid: 	loss: 0.18085 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:55:27,610:INFO: TRAIN[022]: 	loss: 0.00047 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:55:28,639:INFO: valid: 	loss: 0.18017 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:55:39,329:INFO: TRAIN[023]: 	loss: 0.00036 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:55:40,368:INFO: valid: 	loss: 0.18135 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:55:50,772:INFO: TRAIN[024]: 	loss: 0.00033 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:55:51,813:INFO: valid: 	loss: 0.18002 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 17:56:02,658:INFO: TRAIN[025]: 	loss: 0.00040 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:56:03,677:INFO: valid: 	loss: 0.18198 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:56:14,016:INFO: TRAIN[026]: 	loss: 0.00030 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:56:15,039:INFO: valid: 	loss: 0.18744 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:56:25,428:INFO: TRAIN[027]: 	loss: 0.00034 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:56:26,443:INFO: valid: 	loss: 0.18416 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:56:36,889:INFO: TRAIN[028]: 	loss: 0.00036 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:56:37,937:INFO: valid: 	loss: 0.18523 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:56:48,452:INFO: TRAIN[029]: 	loss: 0.00029 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:56:49,481:INFO: valid: 	loss: 0.18433 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:56:59,944:INFO: TRAIN[030]: 	loss: 0.00031 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:01,032:INFO: valid: 	loss: 0.18250 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:57:11,420:INFO: TRAIN[031]: 	loss: 0.00029 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:12,446:INFO: valid: 	loss: 0.18238 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:57:22,855:INFO: TRAIN[032]: 	loss: 0.00027 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:23,886:INFO: valid: 	loss: 0.18006 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:57:34,307:INFO: TRAIN[033]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:35,325:INFO: valid: 	loss: 0.18109 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:57:45,662:INFO: TRAIN[034]: 	loss: 0.00026 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:46,687:INFO: valid: 	loss: 0.18136 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:57:56,951:INFO: TRAIN[035]: 	loss: 0.00043 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:57:57,988:INFO: valid: 	loss: 0.17957 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:58:08,668:INFO: TRAIN[036]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:58:09,693:INFO: valid: 	loss: 0.18320 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:58:20,079:INFO: TRAIN[037]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:58:21,155:INFO: valid: 	loss: 0.18133 	accuracy: 95.1% 	error: 4.9% 	data: 184
2019-07-04 17:58:31,815:INFO: TRAIN[038]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:58:32,839:INFO: valid: 	loss: 0.17925 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:58:43,429:INFO: TRAIN[039]: 	loss: 0.00029 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:58:44,444:INFO: valid: 	loss: 0.17761 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:58:55,042:INFO: TRAIN[040]: 	loss: 0.00027 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:58:56,108:INFO: valid: 	loss: 0.18089 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:59:06,649:INFO: TRAIN[041]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:59:07,669:INFO: valid: 	loss: 0.17965 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:59:18,234:INFO: TRAIN[042]: 	loss: 0.00028 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:59:19,255:INFO: valid: 	loss: 0.18210 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:59:29,594:INFO: TRAIN[043]: 	loss: 0.00029 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:59:30,615:INFO: valid: 	loss: 0.18109 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 17:59:41,032:INFO: TRAIN[044]: 	loss: 0.00030 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:59:42,074:INFO: valid: 	loss: 0.17878 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 17:59:52,536:INFO: TRAIN[045]: 	loss: 0.00030 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 17:59:53,576:INFO: valid: 	loss: 0.18156 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:00:04,015:INFO: TRAIN[046]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:00:05,060:INFO: valid: 	loss: 0.17859 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:00:15,587:INFO: TRAIN[047]: 	loss: 0.00031 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:00:16,624:INFO: valid: 	loss: 0.17636 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:00:27,251:INFO: TRAIN[048]: 	loss: 0.00032 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:00:28,357:INFO: valid: 	loss: 0.18116 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:00:38,869:INFO: TRAIN[049]: 	loss: 0.00023 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:00:39,888:INFO: valid: 	loss: 0.17690 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:00:50,192:INFO: TRAIN[050]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:00:51,261:INFO: valid: 	loss: 0.17508 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:01,966:INFO: TRAIN[051]: 	loss: 0.00023 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:01:02,984:INFO: valid: 	loss: 0.17712 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:13,393:INFO: TRAIN[052]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:01:14,459:INFO: valid: 	loss: 0.17737 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:24,828:INFO: TRAIN[053]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:01:25,854:INFO: valid: 	loss: 0.17566 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:36,283:INFO: TRAIN[054]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:01:37,313:INFO: valid: 	loss: 0.17652 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:47,735:INFO: TRAIN[055]: 	loss: 0.00017 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:01:48,782:INFO: valid: 	loss: 0.17685 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:01:59,326:INFO: TRAIN[056]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:00,361:INFO: valid: 	loss: 0.17705 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:02:10,939:INFO: TRAIN[057]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:12,009:INFO: valid: 	loss: 0.17786 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:02:22,362:INFO: TRAIN[058]: 	loss: 0.00024 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:23,397:INFO: valid: 	loss: 0.17747 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:02:33,778:INFO: TRAIN[059]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:34,809:INFO: valid: 	loss: 0.17671 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:02:45,146:INFO: TRAIN[060]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:46,180:INFO: valid: 	loss: 0.17862 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:02:56,528:INFO: TRAIN[061]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:02:57,597:INFO: valid: 	loss: 0.17768 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:03:07,975:INFO: TRAIN[062]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:03:09,063:INFO: valid: 	loss: 0.17706 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:03:19,426:INFO: TRAIN[063]: 	loss: 0.00024 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:03:20,484:INFO: valid: 	loss: 0.18078 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:03:30,939:INFO: TRAIN[064]: 	loss: 0.00024 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:03:31,965:INFO: valid: 	loss: 0.17937 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:03:42,309:INFO: TRAIN[065]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:03:43,338:INFO: valid: 	loss: 0.17979 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:03:53,824:INFO: TRAIN[066]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:03:54,890:INFO: valid: 	loss: 0.17834 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:04:05,301:INFO: TRAIN[067]: 	loss: 0.00017 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:04:06,348:INFO: valid: 	loss: 0.17800 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:04:16,772:INFO: TRAIN[068]: 	loss: 0.00023 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:04:17,793:INFO: valid: 	loss: 0.17769 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:04:28,216:INFO: TRAIN[069]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:04:29,252:INFO: valid: 	loss: 0.17928 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:04:39,642:INFO: TRAIN[070]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:04:40,679:INFO: valid: 	loss: 0.17877 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:04:51,267:INFO: TRAIN[071]: 	loss: 0.00026 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:04:52,312:INFO: valid: 	loss: 0.17661 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:05:02,725:INFO: TRAIN[072]: 	loss: 0.00027 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:05:03,792:INFO: valid: 	loss: 0.17504 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:05:14,376:INFO: TRAIN[073]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:05:15,412:INFO: valid: 	loss: 0.17837 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:05:25,967:INFO: TRAIN[074]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:05:27,044:INFO: valid: 	loss: 0.17788 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:05:37,456:INFO: TRAIN[075]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:05:38,487:INFO: valid: 	loss: 0.17615 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:05:49,131:INFO: TRAIN[076]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:05:50,161:INFO: valid: 	loss: 0.17643 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:00,688:INFO: TRAIN[077]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:01,712:INFO: valid: 	loss: 0.17640 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:12,075:INFO: TRAIN[078]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:13,093:INFO: valid: 	loss: 0.17541 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:23,437:INFO: TRAIN[079]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:24,458:INFO: valid: 	loss: 0.17526 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:34,848:INFO: TRAIN[080]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:35,892:INFO: valid: 	loss: 0.17449 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:46,508:INFO: TRAIN[081]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:47,566:INFO: valid: 	loss: 0.17528 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:06:58,183:INFO: TRAIN[082]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:06:59,248:INFO: valid: 	loss: 0.17595 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:07:09,696:INFO: TRAIN[083]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:07:10,715:INFO: valid: 	loss: 0.17421 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:07:21,467:INFO: TRAIN[084]: 	loss: 0.00032 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:07:22,491:INFO: valid: 	loss: 0.17763 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:07:32,956:INFO: TRAIN[085]: 	loss: 0.00017 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:07:33,996:INFO: valid: 	loss: 0.17409 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:07:44,441:INFO: TRAIN[086]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:07:45,494:INFO: valid: 	loss: 0.17579 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:07:55,993:INFO: TRAIN[087]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:07:57,021:INFO: valid: 	loss: 0.17861 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:08:07,376:INFO: TRAIN[088]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:08:08,438:INFO: valid: 	loss: 0.17341 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:08:19,092:INFO: TRAIN[089]: 	loss: 0.00023 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:08:20,138:INFO: valid: 	loss: 0.17441 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:08:30,717:INFO: TRAIN[090]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:08:31,750:INFO: valid: 	loss: 0.17791 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:08:42,322:INFO: TRAIN[091]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:08:43,387:INFO: valid: 	loss: 0.17555 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:08:53,928:INFO: TRAIN[092]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:08:54,980:INFO: valid: 	loss: 0.17750 	accuracy: 95.7% 	error: 4.3% 	data: 184
2019-07-04 18:09:05,416:INFO: TRAIN[093]: 	loss: 0.00022 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:09:06,455:INFO: valid: 	loss: 0.17665 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:09:16,812:INFO: TRAIN[094]: 	loss: 0.00020 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:09:17,841:INFO: valid: 	loss: 0.17549 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:09:28,230:INFO: TRAIN[095]: 	loss: 0.00019 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:09:29,267:INFO: valid: 	loss: 0.17637 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:09:39,792:INFO: TRAIN[096]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:09:40,823:INFO: valid: 	loss: 0.17570 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:09:51,232:INFO: TRAIN[097]: 	loss: 0.00021 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:09:52,267:INFO: valid: 	loss: 0.17533 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:10:02,655:INFO: TRAIN[098]: 	loss: 0.00025 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:10:03,684:INFO: valid: 	loss: 0.17514 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:10:14,150:INFO: TRAIN[099]: 	loss: 0.00016 	accuracy: 100.0% 	error: 0.0% 	data: 1477
2019-07-04 18:10:15,176:INFO: valid: 	loss: 0.17100 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:10:16,688:INFO: test_best: 	loss: 0.17100 	accuracy: 96.2% 	error: 3.8% 	data: 184
2019-07-04 18:10:17,817:INFO: test_end: 	loss: 0.17100 	accuracy: 96.2% 	error: 3.8% 	data: 184
